index;carat;cut;color;clarity;depth;table;price;x;y;z
7969;0.49;Ideal;F;VVS2;55.3;63.6;1926.0;4.31;7.02;3.13
7970;0.2;Very Good;I;IF;53.0;54.2;300.0;4.88;3.23;2.15
7971;0.48;Very Good;D;SI2;52.2;53.8;881.0;7.72;4.95;3.31
7972;0.85;Ideal;G;VS2;82.7;58.4;3434.0;6.55;4.84;4.71
7973;0.49;Premium;G;VVS2;65.9;60.6;1631.0;4.13;6.94;3.65
7974;0.2;Premium;E;SI1;27.1;53.0;330.0;7.42;6.52;1.89
7975;0.33;Ideal;I;IF;64.5;57.4;992.0;7.41;5.74;4.24
7976;0.86;Premium;G;VS1;47.4;59.2;3408.0;4.91;6.6;2.73
7977;0.2;Premium;G;VVS1;103.0;63.1;386.0;4.31;5.09;4.84
7978;0.2;Premium;F;VS1;112.0;53.9;300.0;5.1;4.35;5.29
7979;0.76;Ideal;I;VVS1;69.0;56.0;3307.0;3.74;6.63;3.58
7980;0.52;Good;F;VS1;51.4;54.5;1270.0;3.92;6.55;2.69
7981;0.2;Very Good;F;VS1;122.9;63.9;300.0;3.7;4.39;4.97
7982;0.2;Premium;G;SI2;59.5;56.8;300.0;7.13;3.06;3.03
7983;0.2;Premium;E;VVS2;55.2;57.1;485.0;6.35;3.87;2.82
7984;0.2;Very Good;F;VVS2;62.4;58.8;300.0;7.96;5.05;4.06
7985;0.38;Premium;H;VS1;55.9;55.4;1279.0;7.33;6.62;3.9
7986;0.2;Very Good;E;SI2;50.6;63.5;300.0;5.5;4.07;2.42
7987;0.31;Ideal;G;VVS2;65.4;61.3;914.0;5.92;7.45;4.37
7988;0.51;Ideal;G;SI2;54.6;59.1;1622.0;4.72;5.03;2.66
7989;0.61;Premium;E;VS2;74.7;61.5;2316.0;6.29;6.93;4.94
7990;0.2;Very Good;G;IF;54.5;58.7;421.0;4.53;3.62;2.22
7991;0.2;Ideal;F;VS1;52.5;57.2;428.0;3.53;4.54;2.12
7992;0.62;Good;G;VS2;38.3;58.8;1647.0;7.11;7.0;2.7
7993;0.2;Ideal;D;VVS1;59.1;62.2;528.0;6.48;4.21;3.16
7994;0.2;Very Good;F;VS1;61.4;54.4;393.0;4.55;7.41;3.67
7995;0.2;Good;I;VVS1;87.7;64.1;651.0;5.52;4.22;4.27
7996;0.33;Good;G;SI1;86.2;64.4;608.0;4.79;5.84;4.58
7997;0.88;Very Good;J;VVS2;48.3;59.7;2642.0;6.86;4.82;2.82
7998;0.48;Good;G;VS2;35.7;56.8;832.0;7.57;6.65;2.54
7999;0.23;Good;I;SI2;95.0;56.7;300.0;7.42;3.42;5.15
8000;0.75;Good;E;VVS2;49.5;56.8;2634.0;7.4;4.15;2.86
8001;0.2;Ideal;I;VS1;58.2;56.2;424.0;6.89;6.13;3.79
8002;0.2;Ideal;G;SI1;71.2;57.4;589.0;7.92;5.76;4.87
8003;1.29;Premium;F;VVS2;33.5;60.7;7282.0;6.39;4.78;1.87
8004;0.2;Premium;H;VVS1;34.9;54.8;300.0;7.81;7.5;2.67
8005;0.55;Ideal;F;VS1;81.6;56.7;2227.0;7.95;4.5;5.08
8006;0.2;Good;G;IF;77.4;56.0;300.0;6.87;3.96;4.19
8007;0.2;Ideal;G;VS1;60.5;60.1;300.0;7.64;4.26;3.6
8008;0.2;Ideal;G;VS2;61.7;64.9;361.0;6.37;7.06;4.14
8009;0.2;Premium;D;VVS1;125.7;64.5;528.0;3.06;3.32;4.01
8010;0.2;Ideal;G;IF;47.0;59.0;646.0;4.87;7.1;2.81
8011;0.36;Premium;G;VVS2;60.3;58.3;880.0;3.34;3.83;2.16
8012;0.2;Ideal;G;VS1;75.1;58.1;576.0;6.73;6.38;4.92
8013;0.71;Very Good;G;VS1;32.2;57.3;2165.0;5.2;6.47;1.88
8014;0.37;Fair;G;VVS1;59.8;59.0;798.0;3.7;4.66;2.5
8015;0.2;Very Good;H;VS1;114.8;59.6;300.0;4.51;4.25;5.03
8016;0.2;Fair;H;VS2;55.1;57.3;300.0;5.81;6.54;3.4
8017;0.2;Premium;I;SI2;88.7;58.6;498.0;7.18;4.66;5.25
8018;0.2;Very Good;G;VVS2;52.7;57.9;641.0;7.42;4.79;3.22
8019;0.2;Premium;J;VS1;87.1;59.0;300.0;5.93;6.33;5.34
8020;0.29;Good;I;VS1;91.3;61.7;408.0;4.1;4.18;3.78
8021;0.2;Premium;E;VVS2;111.1;58.5;385.0;3.76;3.01;3.76
8022;0.26;Premium;I;SI2;164.2;64.8;300.0;3.11;3.09;5.09
8023;0.36;Ideal;F;VS2;51.6;58.2;1331.0;3.65;3.56;1.86
8024;0.77;Very Good;H;IF;105.0;57.6;3016.0;3.73;6.12;5.17
8025;0.26;Very Good;G;VS2;36.0;60.5;601.0;5.95;6.83;2.3
8026;0.2;Premium;F;SI2;49.3;65.0;552.0;4.69;6.92;2.86
8027;0.2;Premium;H;SI2;49.6;63.9;549.0;6.42;4.99;2.83
8028;0.41;Ideal;D;VS1;145.3;59.6;1212.0;3.09;3.93;5.1
8029;0.52;Ideal;G;VVS1;61.4;53.6;1761.0;6.95;5.5;3.82
8030;0.27;Premium;J;SI1;42.7;57.6;430.0;6.32;4.83;2.38
8031;0.3;Ideal;D;VS1;54.8;62.3;759.0;7.09;4.08;3.06
8032;0.34;Ideal;F;VVS2;67.7;54.4;1298.0;5.41;6.02;3.87
8033;0.5;Fair;F;VVS1;52.3;59.6;1166.0;5.89;4.82;2.8
8034;0.2;Ideal;J;VVS2;65.0;55.9;300.0;3.49;4.33;2.54
8035;0.67;Premium;D;SI2;82.4;57.6;2677.0;6.02;4.88;4.49
8036;0.63;Ideal;H;VS2;46.2;57.7;2454.0;4.96;4.39;2.16
8037;0.2;Ideal;G;VVS2;83.9;57.9;351.0;3.53;5.67;3.86
8038;0.2;Fair;G;SI2;88.8;61.8;300.0;3.22;5.63;3.93
8039;0.74;Premium;E;VS2;88.1;56.6;2685.0;4.8;5.83;4.68
8040;0.2;Premium;I;VVS2;91.0;61.6;300.0;5.62;6.21;5.38
8041;0.2;Ideal;J;SI1;81.8;60.2;367.0;4.47;5.12;3.92
8042;0.2;Premium;H;VS2;77.1;54.1;565.0;5.46;7.48;4.99
8043;1.47;Ideal;I;VS2;63.5;62.0;7141.0;5.68;6.57;3.89
8044;0.2;Very Good;H;SI1;72.9;54.0;439.0;5.9;6.7;4.59
8045;0.2;Ideal;I;VS2;73.3;53.9;366.0;4.9;6.62;4.22
8046;0.2;Very Good;H;SI1;73.8;55.1;300.0;7.47;5.33;4.72
8047;0.26;Ideal;F;SI2;97.7;58.9;815.0;6.97;3.96;5.34
8048;0.2;Premium;H;VS1;87.9;56.9;714.0;5.02;6.81;5.2
8049;0.2;Ideal;F;VS1;98.7;60.8;460.0;4.87;5.1;4.92
8050;0.23;Good;F;VVS1;42.2;64.3;729.0;6.59;6.54;2.77
8051;0.2;Premium;I;VVS1;97.0;63.1;480.0;4.26;5.93;4.94
8052;0.2;Good;G;VVS2;54.2;55.2;593.0;4.62;5.46;2.73
8053;0.2;Premium;J;SI2;98.2;63.6;515.0;5.13;4.16;4.56
8054;1.47;Good;G;VS2;62.1;61.9;5816.0;7.65;7.77;4.79
8055;0.2;Ideal;I;SI1;51.3;60.4;300.0;4.0;7.69;3.0
8056;0.2;Ideal;G;VVS2;60.1;54.1;300.0;5.74;3.31;2.72
8057;0.28;Premium;G;VS2;74.7;62.2;301.0;5.27;7.45;4.75
8058;0.8;Very Good;H;SI2;75.6;63.8;2441.0;6.86;7.62;5.47
8059;0.2;Premium;H;VS2;85.9;56.7;860.0;7.2;3.32;4.52
8060;0.24;Premium;I;VVS2;75.1;62.9;558.0;7.15;6.89;5.27
8061;0.42;Ideal;E;VVS2;84.2;63.2;1417.0;5.63;6.53;5.12
8062;0.59;Ideal;I;VS1;93.5;54.1;2117.0;4.88;3.29;3.82
8063;1.75;Fair;I;VVS1;80.8;60.8;7156.0;3.22;7.62;4.38
8064;0.93;Ideal;G;VS1;57.9;58.5;4076.0;5.81;6.39;3.53
8065;0.23;Good;G;VS2;92.5;56.5;300.0;3.41;7.86;5.21
8066;0.2;Very Good;H;SI1;121.6;55.8;300.0;3.21;3.65;4.17
8067;0.2;Very Good;I;SI1;66.4;64.4;300.0;3.7;7.86;3.84
8068;0.33;Ideal;E;VS2;51.4;53.7;1009.0;5.11;7.18;3.16
8069;0.2;Very Good;E;VS2;60.8;57.6;300.0;3.95;7.2;3.39
8070;0.73;Very Good;E;VVS1;51.5;57.5;3129.0;5.49;6.91;3.19
8071;0.2;Ideal;F;SI1;90.6;58.0;751.0;6.54;5.49;5.45
8072;0.2;Ideal;H;VS2;79.7;58.0;420.0;6.07;4.42;4.18
8073;0.95;Fair;G;VS1;71.9;64.3;2787.0;7.5;3.9;4.1
8074;0.56;Very Good;J;VVS2;68.4;58.3;1616.0;3.66;7.65;3.87
8075;0.26;Very Good;F;VS1;42.3;64.4;565.0;3.81;6.93;2.27
8076;0.2;Ideal;D;VVS1;75.0;64.1;614.0;6.94;3.7;3.99
8077;0.29;Ideal;H;VS2;94.4;56.9;401.0;4.31;6.35;5.03
8078;0.6;Very Good;J;VS1;40.2;58.4;1870.0;7.16;3.4;2.12
8079;0.2;Ideal;D;VS1;64.2;58.7;319.0;6.3;7.32;4.37
8080;0.2;Good;G;SI2;92.6;59.9;300.0;7.45;3.13;4.9
8081;0.39;Very Good;G;VS1;68.1;58.0;898.0;7.99;5.57;4.62
8082;0.2;Good;H;IF;77.0;61.0;363.0;6.22;6.97;5.08
8083;0.2;Good;G;SI1;94.0;63.5;300.0;4.32;6.1;4.9
8084;0.2;Very Good;G;VVS2;72.2;57.0;491.0;7.71;4.01;4.23
8085;0.65;Very Good;J;SI2;58.6;56.9;1419.0;7.98;3.38;3.33
8086;0.2;Fair;F;SI1;131.6;54.3;435.0;4.75;3.2;5.23
8087;0.2;Ideal;E;VS2;71.2;54.9;307.0;5.83;7.31;4.68
8088;0.2;Ideal;I;VS1;44.7;59.2;300.0;7.78;7.53;3.42
8089;0.56;Fair;G;IF;98.6;59.6;1400.0;5.54;3.43;4.42
8090;0.2;Very Good;E;VS1;53.6;57.7;450.0;6.28;3.43;2.6
8091;0.2;Good;G;VS2;43.3;64.2;300.0;6.43;3.5;2.15
8092;0.2;Very Good;H;VS1;39.9;62.0;300.0;5.99;7.56;2.7
8093;0.22;Fair;I;SI1;49.2;62.5;300.0;7.04;6.94;3.44
8094;0.2;Ideal;G;VS2;44.2;53.4;300.0;6.87;5.54;2.74
8095;0.51;Ideal;E;SI2;30.0;63.2;1961.0;7.84;7.02;2.23
8096;0.2;Ideal;F;VS2;53.0;53.6;300.0;6.85;5.76;3.34
8097;0.23;Good;E;SI1;49.0;59.3;300.0;6.93;4.08;2.7
8098;0.2;Ideal;I;VS2;71.3;62.8;690.0;5.99;6.47;4.44
8099;0.68;Premium;H;SI1;65.6;56.8;2351.0;5.89;7.32;4.33
8100;0.2;Good;F;VVS2;29.3;64.4;300.0;6.03;7.7;2.01
8101;0.43;Ideal;E;SI1;63.2;62.9;1506.0;7.06;6.23;4.2
8102;0.2;Very Good;G;VVS1;86.7;55.3;300.0;7.25;3.75;4.77
8103;0.2;Good;I;SI2;86.2;55.5;300.0;4.48;7.03;4.96
8104;2.5;Fair;I;VS2;35.9;53.8;10987.0;4.52;7.45;2.15
8105;0.4;Ideal;H;VVS1;96.8;53.2;1590.0;4.48;3.0;3.62
8106;0.2;Ideal;I;VS2;73.2;54.1;300.0;6.97;5.71;4.64
8107;0.2;Ideal;D;IF;72.7;56.9;638.0;6.8;7.07;5.04
8108;0.42;Premium;E;SI1;37.3;62.8;988.0;6.93;3.09;1.87
8109;0.2;Good;G;SI2;82.4;63.6;392.0;5.16;4.43;3.95
8110;1.06;Fair;E;SI2;71.1;58.2;3026.0;4.2;3.39;2.7
8111;0.2;Good;H;SI2;66.8;56.3;766.0;3.38;7.84;3.75
8112;0.21;Ideal;I;VS2;97.3;61.6;477.0;6.84;3.29;4.93
8113;0.2;Good;F;SI2;82.7;56.2;300.0;5.81;6.74;5.19
8114;1.09;Good;G;VVS2;63.4;61.3;4410.0;3.78;7.42;3.55
8115;0.2;Very Good;F;VVS1;63.6;59.7;526.0;5.14;7.25;3.94
8116;0.43;Ideal;J;VS1;63.4;55.4;1124.0;4.14;3.59;2.45
8117;0.47;Good;F;VVS1;67.6;61.2;1401.0;7.3;6.9;4.8
8118;0.2;Very Good;G;VVS1;67.3;64.7;343.0;5.73;6.16;4.0
8119;0.2;Very Good;J;VS1;59.1;55.7;300.0;4.98;7.4;3.66
8120;0.2;Fair;G;SI2;62.3;64.3;300.0;6.72;5.58;3.83
8121;0.25;Premium;E;SI2;67.3;56.9;884.0;4.85;4.54;3.16
8122;0.2;Good;H;SI1;100.3;56.1;300.0;5.25;3.68;4.48
8123;0.2;Ideal;G;SI2;68.2;64.1;300.0;7.97;7.99;5.44
8124;0.53;Ideal;G;VS2;109.7;62.6;1602.0;4.14;4.74;4.87
8125;0.26;Good;G;VS1;99.3;58.6;475.0;4.81;4.01;4.38
8126;0.2;Ideal;I;VS2;42.8;53.0;379.0;5.6;7.01;2.7
8127;0.32;Very Good;I;IF;38.1;57.8;630.0;7.46;3.94;2.17
8128;0.2;Premium;F;SI2;62.8;56.7;300.0;4.44;5.34;3.07
8129;0.28;Ideal;G;VS1;79.1;64.9;871.0;5.62;6.41;4.76
8130;0.2;Ideal;H;VS1;69.5;57.6;300.0;3.88;6.02;3.44
8131;0.42;Ideal;I;IF;112.7;60.0;1088.0;6.1;3.2;5.24
8132;0.22;Very Good;F;SI2;54.8;59.9;300.0;5.38;6.62;3.29
8133;0.2;Good;I;VS2;72.3;64.9;552.0;6.43;7.51;5.04
8134;0.2;Ideal;F;VVS2;70.6;57.0;472.0;4.89;6.86;4.15
8135;0.42;Premium;I;VS2;57.1;55.8;1047.0;3.86;3.0;1.96
8136;0.54;Very Good;I;SI1;59.8;56.9;1086.0;7.54;6.68;4.25
8137;0.2;Very Good;E;VVS1;82.7;54.8;366.0;4.98;6.53;4.76
8138;0.41;Very Good;G;VS2;57.6;56.1;1191.0;5.48;4.79;2.96
8139;0.2;Ideal;G;SI2;85.6;55.4;436.0;6.15;5.98;5.19
8140;0.28;Very Good;E;SI1;124.7;55.6;372.0;3.59;4.32;4.93
8141;0.2;Fair;H;VS1;46.5;61.8;469.0;4.97;5.09;2.34
8142;0.2;Very Good;J;SI2;55.3;63.2;300.0;7.39;4.58;3.31
8143;0.2;Fair;H;SI2;55.5;54.0;334.0;5.32;5.85;3.1
8144;0.23;Very Good;G;SI1;85.0;63.8;503.0;3.78;3.63;3.15
8145;0.2;Premium;F;VS1;83.1;57.0;300.0;4.74;6.77;4.78
8146;0.59;Very Good;G;SI2;86.1;58.9;1596.0;4.05;5.82;4.25
8147;0.48;Good;F;SI2;74.3;63.0;839.0;5.06;3.72;3.26
8148;0.2;Premium;D;VVS2;36.6;57.2;444.0;5.13;5.13;1.88
8149;0.2;Ideal;I;VVS2;42.3;57.2;690.0;6.17;4.56;2.27
8150;0.2;Fair;H;VS2;94.4;55.7;436.0;4.55;3.9;3.99
8151;0.2;Fair;H;VS1;67.3;62.2;588.0;4.59;5.19;3.29
8152;0.69;Fair;J;VS2;87.1;57.2;1511.0;5.35;4.16;4.14
8153;0.2;Very Good;H;VS2;44.7;62.5;300.0;6.25;5.62;2.65
8154;0.24;Premium;E;VVS2;61.1;64.4;636.0;7.18;7.25;4.41
8155;0.81;Fair;F;VS2;91.2;57.1;2599.0;3.54;3.48;3.2
8156;0.31;Ideal;I;VVS2;44.1;58.9;613.0;4.39;5.63;2.21
8157;0.2;Very Good;H;SI1;68.7;53.8;300.0;7.41;6.04;4.62
8158;0.2;Very Good;F;SI1;98.9;62.7;300.0;3.27;7.17;5.16
8159;0.2;Very Good;F;VS2;44.0;54.0;300.0;7.97;5.71;3.01
8160;0.2;Premium;H;VVS1;44.4;55.8;651.0;6.74;6.22;2.88
8161;0.2;Fair;H;VVS1;61.7;53.3;300.0;5.1;4.04;2.82
8162;0.2;Very Good;G;VS1;94.9;56.8;482.0;7.79;3.29;5.26
8163;0.2;Ideal;D;VVS1;65.4;57.3;365.0;7.73;6.03;4.5
8164;0.2;Ideal;J;VS1;61.8;62.0;300.0;7.12;4.18;3.49
8165;0.2;Ideal;G;VS2;50.7;64.1;300.0;4.44;6.32;2.73
8166;0.42;Very Good;G;VS1;62.5;62.3;833.0;7.67;7.24;4.66
8167;0.2;Premium;J;SI1;78.9;53.9;300.0;3.79;5.79;3.78
8168;0.2;Premium;G;VS1;86.9;55.4;445.0;4.83;4.88;4.22
8169;0.2;Premium;G;VS1;59.4;56.7;300.0;3.38;7.49;3.23
8170;0.31;Ideal;I;VS2;86.3;53.4;557.0;7.18;5.42;5.44
8171;0.35;Ideal;I;SI1;77.2;57.8;611.0;5.32;4.63;3.84
8172;0.43;Premium;F;VS1;73.1;60.2;1130.0;4.77;5.74;3.84
8173;0.2;Premium;E;VS2;70.2;56.9;430.0;4.53;3.11;2.68
8174;0.52;Premium;H;VVS1;56.9;59.9;1651.0;4.9;5.99;3.1
8175;0.2;Ideal;H;VS2;36.5;55.9;300.0;5.13;5.27;1.9
8176;0.2;Good;H;VS1;73.8;58.1;391.0;5.02;6.85;4.38
8177;0.2;Ideal;F;SI2;85.1;56.0;520.0;7.05;3.99;4.7
8178;0.2;Ideal;I;VS2;51.4;55.6;300.0;5.87;5.23;2.85
8179;0.2;Ideal;F;VVS2;27.6;64.1;751.0;6.72;7.65;1.98
8180;0.39;Very Good;E;VS2;66.8;55.3;800.0;5.92;6.23;4.06
8181;0.88;Fair;F;VS2;52.1;61.7;2646.0;4.12;4.28;2.19
8182;0.2;Premium;H;VS2;38.6;59.5;544.0;5.66;5.16;2.09
8183;0.2;Premium;H;SI1;51.0;58.4;300.0;6.83;3.4;2.61
8184;0.2;Fair;F;SI2;122.5;58.6;300.0;3.6;3.94;4.62
8185;0.2;Ideal;E;VVS2;56.1;55.2;675.0;3.35;3.85;2.02
8186;0.2;Ideal;J;SI2;39.4;62.3;465.0;5.96;4.56;2.07
8187;0.2;Ideal;J;VVS1;71.9;63.0;422.0;6.31;5.31;4.18
8188;0.2;Ideal;E;VVS2;35.4;64.6;440.0;7.62;6.6;2.52
8189;1.0;Very Good;H;IF;80.7;53.5;4260.0;5.28;6.02;4.56
8190;0.32;Good;I;VS1;52.3;53.5;300.0;7.54;4.97;3.27
8191;0.43;Good;E;SI1;46.3;53.5;850.0;6.12;3.82;2.3
8192;0.48;Very Good;I;SI1;49.8;55.2;942.0;7.98;3.02;2.74
8193;0.2;Good;D;VS1;68.7;63.5;303.0;7.42;7.71;5.2
8194;0.47;Very Good;E;SI2;31.2;60.5;1358.0;5.88;6.17;1.88
8195;0.2;Ideal;F;VVS2;53.2;63.3;300.0;3.23;3.57;1.81
8196;0.5;Good;I;VS1;55.7;56.2;1164.0;6.17;7.59;3.83
8197;0.42;Very Good;G;VVS1;64.7;62.6;1506.0;6.69;3.91;3.43
8198;0.3;Ideal;I;VS2;57.6;53.4;811.0;3.51;7.74;3.24
8199;0.2;Ideal;E;VVS2;59.8;58.2;437.0;7.81;6.66;4.33
8200;0.52;Very Good;G;SI1;136.1;59.4;1586.0;3.32;4.53;5.34
8201;0.21;Premium;I;VVS2;74.1;63.8;658.0;3.48;7.16;3.94
8202;0.2;Ideal;G;VS2;40.5;58.3;300.0;7.15;5.68;2.6
8203;0.2;Good;G;SI1;67.9;59.5;300.0;3.63;4.5;2.76
8204;0.38;Fair;G;SI1;51.1;55.7;694.0;4.76;5.1;2.52
8205;0.2;Fair;G;SI2;98.8;64.6;339.0;5.49;3.42;4.4
8206;0.2;Good;H;VVS1;63.8;55.5;300.0;6.82;6.28;4.18
8207;0.81;Very Good;H;SI2;86.4;54.7;2204.0;4.88;4.26;3.95
8208;0.2;Fair;I;SI1;89.0;61.9;300.0;4.22;5.38;4.27
8209;0.2;Very Good;J;SI2;45.3;53.9;384.0;5.74;4.76;2.38
8210;0.6;Ideal;D;VS1;87.7;60.1;2711.0;7.31;4.52;5.19
8211;0.2;Premium;J;SI2;83.3;58.2;589.0;4.38;3.74;3.38
8212;0.73;Good;F;VS2;38.4;57.3;2704.0;4.13;6.71;2.08
8213;0.32;Ideal;J;SI2;40.9;56.1;473.0;3.91;7.82;2.4
8214;0.32;Premium;E;IF;57.0;59.3;1173.0;6.61;3.43;2.86
8215;1.18;Ideal;G;VS1;28.9;57.2;6063.0;6.18;7.57;1.99
8216;0.2;Premium;H;VS2;81.2;58.7;499.0;5.43;3.76;3.73
8217;0.28;Premium;F;VVS2;143.5;55.2;779.0;3.73;3.6;5.26
8218;0.2;Good;I;VS2;49.5;55.9;512.0;7.81;5.21;3.22
8219;0.2;Fair;F;SI1;122.3;55.0;583.0;3.2;5.55;5.35
8220;0.6;Very Good;J;VS1;46.6;53.5;1739.0;5.87;6.45;2.87
8221;0.86;Very Good;G;SI1;152.1;59.1;3194.0;3.42;3.05;4.92
8222;0.75;Premium;H;VVS2;57.2;64.7;3020.0;3.45;6.24;2.77
8223;0.6;Very Good;G;SI2;135.4;63.0;1741.0;3.68;4.25;5.37
8224;0.2;Good;F;VS1;38.0;63.4;300.0;7.74;7.88;2.97
8225;0.62;Premium;H;VS1;30.7;55.6;2380.0;5.47;7.37;1.97
8226;0.2;Good;H;VVS2;71.8;64.0;482.0;7.5;7.07;5.23
8227;0.2;Ideal;J;VVS2;74.1;63.7;544.0;5.2;3.68;3.29
8228;0.2;Ideal;F;VS1;32.4;59.6;487.0;7.98;6.63;2.37
8229;0.34;Ideal;H;IF;72.8;64.4;1319.0;3.66;5.05;3.17
8230;0.2;Ideal;I;VS2;59.0;56.1;300.0;3.01;6.24;2.73
8231;0.9;Ideal;F;SI1;61.4;64.6;4161.0;7.72;6.93;4.5
8232;0.39;Ideal;G;SI2;57.2;56.9;903.0;5.66;3.32;2.57
8233;0.25;Ideal;D;VS1;34.2;60.4;755.0;6.99;6.99;2.39
8234;0.2;Good;G;VS2;57.8;63.4;464.0;3.28;4.64;2.29
8235;0.43;Premium;H;SI1;75.0;56.3;866.0;6.59;7.81;5.4
8236;0.2;Very Good;F;SI1;92.5;54.0;300.0;4.93;4.78;4.49
8237;0.2;Good;D;VS1;39.4;59.6;300.0;7.33;5.82;2.59
8238;0.51;Good;G;SI2;138.9;56.2;888.0;3.38;3.26;4.61
8239;0.2;Ideal;D;VS1;75.6;57.8;381.0;5.09;3.61;3.29
8240;0.2;Fair;E;IF;75.4;63.7;338.0;5.18;6.23;4.3
8241;0.2;Ideal;I;VS1;38.9;61.0;458.0;7.52;7.23;2.87
8242;0.42;Good;G;VVS1;67.5;59.2;1221.0;7.99;7.91;5.37
8243;0.29;Ideal;G;VS2;91.4;59.9;547.0;5.85;3.84;4.43
8244;0.2;Ideal;G;VVS2;57.3;57.0;427.0;4.57;6.0;3.03
8245;0.43;Very Good;F;VVS2;69.7;57.8;673.0;6.66;3.36;3.49
8246;0.62;Very Good;I;VS2;56.2;61.6;1516.0;3.73;7.63;3.19
8247;1.11;Ideal;F;SI2;81.8;60.2;5098.0;5.71;6.08;4.82
8248;0.2;Fair;H;VVS1;43.3;59.3;643.0;7.97;6.01;3.03
8249;0.2;Ideal;H;SI2;46.7;59.0;300.0;6.07;5.63;2.73
8250;0.2;Premium;G;VVS2;71.2;59.5;308.0;3.55;5.58;3.25
8251;0.2;Premium;H;VS1;145.9;61.1;867.0;3.89;3.17;5.15
8252;0.2;Premium;I;SI2;69.8;61.1;300.0;3.66;4.59;2.88
8253;0.29;Very Good;E;VS1;115.9;64.9;878.0;4.25;3.19;4.31
8254;0.76;Premium;G;VVS2;86.0;63.1;2913.0;5.23;4.89;4.35
8255;0.33;Ideal;G;VS2;131.2;55.9;584.0;3.62;3.04;4.37
8256;0.49;Ideal;I;VVS2;81.5;59.0;1906.0;5.19;7.47;5.16
8257;0.2;Good;H;IF;88.8;63.2;454.0;4.36;7.13;5.1
8258;0.23;Very Good;I;SI1;74.0;58.3;630.0;7.62;4.78;4.59
8259;0.2;Ideal;J;VS2;47.2;62.5;300.0;3.69;7.36;2.61
8260;0.2;Premium;G;VVS1;58.8;60.2;300.0;7.72;3.98;3.44
8261;0.2;Premium;F;SI2;86.6;63.6;379.0;5.94;5.65;5.02
8262;0.35;Ideal;J;VVS2;133.8;61.1;1141.0;3.49;3.97;4.99
8263;0.71;Premium;H;VS1;62.2;55.9;2405.0;5.7;7.36;4.06
8264;0.2;Fair;J;VS1;84.3;61.2;300.0;7.86;3.12;4.63
8265;1.23;Ideal;G;SI1;88.6;60.0;6056.0;3.78;7.96;5.2
8266;0.2;Ideal;G;VVS1;101.1;54.6;550.0;4.52;6.34;5.49
8267;0.37;Ideal;I;SI2;106.2;60.3;768.0;3.39;4.61;4.25
8268;0.2;Ideal;H;VVS1;144.9;53.3;684.0;3.92;3.05;5.05
8269;0.32;Premium;I;VS2;29.3;57.9;886.0;7.44;7.32;2.16
8270;0.2;Ideal;H;VVS1;69.7;59.0;416.0;3.69;3.8;2.61
8271;0.2;Premium;I;VVS2;72.9;60.8;421.0;5.74;6.6;4.5
8272;0.85;Ideal;F;VS1;57.8;62.8;3869.0;6.74;4.65;3.29
8273;0.2;Very Good;I;SI2;69.5;54.2;321.0;4.45;5.62;3.5
8274;0.5;Good;E;SI2;88.7;61.0;1349.0;3.02;3.27;2.79
8275;0.2;Fair;I;VS1;90.4;61.3;300.0;4.56;6.9;5.18
8276;0.26;Ideal;G;VS1;160.2;53.1;662.0;3.42;3.37;5.44
8277;0.54;Ideal;I;VS1;59.3;54.4;1618.0;5.6;6.55;3.6
8278;0.2;Good;H;IF;64.0;64.5;300.0;3.91;6.71;3.4
8279;0.2;Good;H;VS1;34.6;58.2;401.0;6.31;7.14;2.33
8280;0.37;Ideal;H;SI1;66.7;56.5;776.0;3.83;3.61;2.48
8281;0.2;Ideal;J;VS1;102.8;63.1;619.0;4.52;5.87;5.34
8282;0.54;Very Good;F;SI1;136.2;55.4;1418.0;3.88;3.99;5.36
8283;0.2;Fair;F;VS2;78.1;63.1;300.0;7.54;6.27;5.39
8284;0.61;Very Good;H;VS1;58.0;57.7;2135.0;4.8;7.38;3.53
8285;0.2;Good;G;VS1;77.9;55.5;300.0;4.36;7.12;4.47
8286;0.58;Very Good;E;VS2;120.1;57.3;2085.0;3.06;5.83;5.34
8287;0.2;Fair;I;SI2;84.6;55.8;300.0;5.58;5.08;4.51
8288;0.37;Premium;G;SI1;79.7;53.8;1197.0;7.22;3.67;4.34
8289;0.83;Premium;I;SI1;67.5;64.1;2868.0;3.03;5.32;2.82
8290;0.68;Fair;H;VS1;126.8;62.5;2021.0;4.19;3.65;4.97
8291;0.34;Premium;E;VVS2;48.2;61.5;978.0;5.28;7.01;2.96
8292;0.2;Good;I;VVS2;66.3;61.6;300.0;3.15;5.08;2.73
8293;0.2;Premium;I;VS1;61.2;62.7;300.0;4.38;5.91;3.15
8294;0.2;Very Good;F;VS2;45.2;53.1;300.0;7.17;3.68;2.45
8295;0.32;Good;H;VVS2;48.6;63.8;336.0;6.4;5.2;2.82
8296;0.2;Good;J;VVS1;37.0;54.6;300.0;4.01;6.16;1.88
8297;0.2;Fair;G;VS2;76.4;60.2;548.0;7.4;5.53;4.94
8298;0.24;Premium;H;VS1;55.2;55.5;384.0;4.39;5.69;2.78
8299;0.2;Ideal;D;VS1;125.1;59.8;453.0;5.0;3.47;5.3
8300;0.35;Premium;F;SI1;45.2;55.9;1155.0;4.94;3.21;1.84
8301;0.79;Ideal;G;SI1;108.7;64.6;3020.0;5.18;3.49;4.71
